Title,Author,Publication Year,User Rating,Average Rating,Book ID,ISBN,Number of Pages,User Status,Book Image URL,Book Description,Book Large Image URL,ID,Link,Published,User Date Added,User Date Created,User Read At,User Review,User Shelves
Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,2016,4,4.45,27220736,1501135910,400,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457284880l/27220736._SY75_.jpg,"In this candid and riveting memoir, for the first time ever, Nike founder and CEO Phil Knight shares the inside story of the company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands.In 1962, fresh out of business school, Phil Knight borrowed $50 from his father and created a company with a simple mission: import high-quality, low-cost athletic shoes from Japan. Selling the shoes from the trunk of his lime green Plymouth Valiant, Knight grossed $8,000 his first year. Today, Nike’s annual sales top $30 billion. In an age of startups, Nike is the ne plus ultra of all startups, and the swoosh has become a revolutionary, globe-spanning icon, one of the most ubiquitous and recognizable symbols in the world today.But Knight, the man behind the swoosh, has always remained a mystery. Now, for the first time, in a memoir that is candid, humble, gutsy, and wry, he tells his story, beginning with his crossroads moment. At 24, after backpacking around the world, he decided to take the unconventional path, to start his own business—a business that would be dynamic, different.Knight details the many risks and daunting setbacks that stood between him and his dream—along with his early triumphs. Above all, he recalls the formative relationships with his first partners and employees, a ragtag group of misfits and seekers who became a tight-knit band of brothers. Together, harnessing the transcendent power of a shared mission, and a deep belief in the spirit of sport, they built a brand that changed everything.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457284880l/27220736.jpg,https://www.goodreads.com/review/show/4874460892?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4874460892?utm_medium=api&utm_source=rss,2022-07-26 08:41:49-07:00,2022-07-26 08:41:49-07:00,2022-07-26 08:41:26-07:00,2022-07-26 00:00:00+00:00,,
Clean Agile: Back to Basics (Robert C. Martin Series),Robert C. Martin,2019,5,4.23,45280021,0135781868,240,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568477691l/45280021._SX50_.jpg,"Twenty years after the Agile Manifesto was first presented, the legendary Robert C. Martin (""Uncle Bob"") reintroduces agile values and principles for a new generation of software developers. In this eagerly-awaited book, the best-selling author of The Clean Coder shows how to bring unprecedented levels of professionalism and discipline to agile development -- and thereby write far more effective, successful software.  As with his other books, Martin's Clean Agile: Back to Basics doesn't merely present multiple choices and options, and say ""use your best judgment"": it tells you what choices to make, and why those choices are critical to your success. Writing in the agile context, Martin offers direct, no-nonsense answers to crucial questions like:How and why did Agile begin? What are the costs and benefits of Agile? What are the most effective practices of Agile Development? How should an Agile team be organized? What roles do programmers, testers, and managers play in an Agile team? What is the role of the Agile Coach? What about Agile for large projects? What kinds of projects benefit from Agile? Clean Agile: Back to Basics is essential reading for programmers, managers, testers, project managers and every software professional called upon to lead or participate in an agile project. ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568477691l/45280021._SX318_.jpg,https://www.goodreads.com/review/show/4698119106?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4698119106?utm_medium=api&utm_source=rss,2022-04-30 10:15:12-07:00,2022-04-30 10:15:12-07:00,2022-04-30 10:15:08-07:00,,,
"The Cult of We: WeWork, Adam Neumann, and the Great Startup Delusion",Eliot Brown,2021,5,4.24,54998264,0593237110,464,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620708897l/54998264._SY75_.jpg,"The definitive inside story of WeWork, its audacious founder, and what the company's epic unraveling exposes about Silicon Valley's delusions and the financial system's desperate hunger to cash in--from the Wall Street Journal reporters whose scoops hastened the company's downfall.In 2001, Adam Neumann arrived in New York after five years as a conscript in the Israeli navy. Just over fifteen years later, he had transformed himself into the charismatic CEO of a company worth $47 billion--at least on paper. With his long hair and feel-good mantras, the 6-foot-five Neumann, who grew up in part on a kibbutz, looked the part of a messianic Silicon Valley entrepreneur. The vision he offered was mesmerizing: a radical reimagining of work space for a new generation, with its fluid jobs and lax office culture. He called it WeWork. Though the company was merely subleasing amenity-filled office space to freelancers and small startups, Neumann marketed it like a revolutionary product--and investors swooned.As billions of funding dollars poured in, Neumann's ambitions grew limitless. WeWork wasn't just an office space provider, he boasted. It would build schools, create WeWork cities, even colonize Mars. Could he, Neumann wondered from the ice bath he'd installed in his office, become the first trillionaire or a world leader? In pursuit of its founder's grandiose vision, the company spent money faster than it could bring it in. From his private jet, sometimes clouded with marijuana smoke, the CEO scoured the globe for more capital. In late 2019, just weeks before WeWork's highly publicized IPO, a Hail Mary effort to raise cash, everything fell apart. Neumann was ousted from his company--but still was poised to walk away a billionaire.Calling to mind the recent demise of Theranos and the hubris of the dotcom era bust, WeWork's extraordinary rise and staggering implosion were fueled by disparate characters in a financial system blind to its risks, from a Japanese billionaire with designs on becoming the Warren Buffet of tech, to leaders at JPMorgan and Goldman Sachs who seemed intoxicated by a Silicon Valley culture where sensible business models lost out to youthful CEOs who promised disruption. Why did some of the biggest names in banking and venture capital buy the hype? And what does the future hold for Silicon Valley unicorns? Wall Street Journal reporters Eliot Brown and Maureen Farrell explore these questions in this definitive account of WeWork's unraveling.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620708897l/54998264.jpg,https://www.goodreads.com/review/show/4160423661?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4160423661?utm_medium=api&utm_source=rss,2022-01-16 03:58:58-08:00,2022-01-16 03:58:58-08:00,2021-08-07 08:44:51-07:00,2021-08-06 00:00:00+00:00,,
Klara and the Sun,Kazuo Ishiguro,2021,3,3.71,54120408,059331817X,303,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603206535l/54120408._SY75_.jpg,"From her place in the store, Klara, an Artificial Friend with outstanding observational qualities, watches carefully the behavior of those who come in to browse, and of those who pass on the street outside. She remains hopeful that a customer will soon choose her, but when the possibility emerges that her circumstances may change forever, Klara is warned not to invest too much in the promises of humans.In Klara and the Sun, Kazuo Ishiguro looks at our rapidly changing modern world through the eyes of an unforgettable narrator to explore a fundamental question: what does it mean to love?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603206535l/54120408._SY475_.jpg,https://www.goodreads.com/review/show/4475260890?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4475260890?utm_medium=api&utm_source=rss,2022-01-14 11:28:02-08:00,2022-01-14 11:28:02-08:00,2022-01-14 07:34:45-08:00,2022-01-14 00:00:00+00:00,,
Crime and Punishment,Fyodor Dostoevsky,1866,0,4.24,7144,0143058142,671,to-read,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382846449l/7144._SY75_.jpg,"Raskolnikov, a destitute and desperate former student, wanders through the slums of St Petersburg and commits a random murder without remorse or regret. He imagines himself to be a great man, a Napoleon: acting for a higher purpose beyond conventional moral law. But as he embarks on a dangerous game of cat and mouse with a suspicious police investigator, Raskolnikov is pursued by the growing voice of his conscience and finds the noose of his own guilt tightening around his neck. Only Sonya, a downtrodden sex worker, can offer the chance of redemption.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382846449l/7144.jpg,https://www.goodreads.com/review/show/4461087471?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4461087471?utm_medium=api&utm_source=rss,2022-01-09 05:55:35-08:00,2022-01-09 05:55:35-08:00,2022-01-09 05:55:34-08:00,,,to-read
The Stranger,Albert Camus,1942,3,4.02,49552,,159,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590930002l/49552._SY75_.jpg,"Published in 1942 by French author Albert Camus, The Stranger has long been considered a classic of twentieth-century literature. Le Monde ranks it as number one on its ""100 Books of the Century"" list. Through this story of an ordinary man unwittingly drawn into a senseless murder on a sundrenched Algerian beach, Camus explores what he termed ""the nakedness of man faced with the absurd.""",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590930002l/49552._SY475_.jpg,https://www.goodreads.com/review/show/4456019812?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4456019812?utm_medium=api&utm_source=rss,2022-01-09 01:58:14-08:00,2022-01-09 01:58:14-08:00,2022-01-07 11:48:30-08:00,2022-01-09 00:00:00+00:00,,
The Case for Israel,Alan M. Dershowitz,2003,2,3.77,116526,0471679526,265,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393227219l/116526._SX50_.jpg,"The Case for Israel is an ardent defense of Israel's rights, supported by indisputable evidence.Presents a passionate look at what Israel's accusers and detractors are saying about this war-torn country.Dershowitz accuses those who attack Israel of international bigotry and backs up his argument with hard facts.Widely respected as a civil libertarian, legal educator, and defense attorney extraordinaire, Alan Dershowitz has also been a passionate though not uncritical supporter of Israel.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393227219l/116526.jpg,https://www.goodreads.com/review/show/2852764838?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2852764838?utm_medium=api&utm_source=rss,2022-01-08 07:36:39-08:00,2022-01-08 07:36:39-08:00,2019-06-09 23:55:07-07:00,2019-06-16 00:00:00+00:00,,
The Happiness Fantasy,Carl Cederström,,4,3.54,38522048,1509523812,200,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528723999l/38522048._SY75_.jpg,"In this devastatingly witty new book, Carl Cederström traces our present-day conception of happiness from its roots in early-twentieth-century European psychiatry, to the Beat generation, to Ronald Reagan and Donald Trump. He argues that happiness is now defined by a desire to be ""authentic"", to experience physical pleasure, and to cultivate a quirky individuality. But over the last fifty years, these once-revolutionary ideas have been co-opted by corporations and advertisers, pushing us to live lives that are increasingly unfulfilling, insecure and narcissistic.In an age of increasing austerity and social division, Cederström argues that a radical new dream of happiness is gathering pace. There is a vision of the good life which promotes deeper engagement with the world and our place within it, over the individualism and hedonism of previous generations. Guided by this more egalitarian worldview, we can reinvent ourselves and our societies.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528723999l/38522048._SY475_.jpg,https://www.goodreads.com/review/show/2999528447?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2999528447?utm_medium=api&utm_source=rss,2022-01-08 07:36:29-08:00,2022-01-08 07:36:29-08:00,2019-10-03 04:25:23-07:00,2019-09-24 00:00:00+00:00,,
The Catcher in the Rye,J.D. Salinger,1951,2,3.81,5107,0316769177,234,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300l/5107._SY75_.jpg,"It's Christmas time and Holden Caulfield has just been expelled from yet another school...Fleeing the crooks at Pencey Prep, he pinballs around New York City seeking solace in fleeting encounters—shooting the bull with strangers in dive hotels, wandering alone round Central Park, getting beaten up by pimps and cut down by erstwhile girlfriends. The city is beautiful and terrible, in all its neon loneliness and seedy glamour, its mingled sense of possibility and emptiness. Holden passes through it like a ghost, thinking always of his kid sister Phoebe, the only person who really understands him, and his determination to escape the phonies and find a life of true meaning.The Catcher in the Rye is an all-time classic in coming-of-age literature- an elegy to teenage alienation, capturing the deeply human need for connection and the bewildering sense of loss as we leave childhood behind.
J.D. Salinger's
 (1919–2010) classic novel of teenage angst and rebellion was first published in 1951. The novel was included on Time's 2005 list of the 100 best English-language novels written since 1923. It was named by Modern Library and its readers as one of the 100 best English-language novels of the 20th century. It has been frequently challenged in the court for its liberal use of profanity and portrayal of sexuality and in the 1950's and 60's it was the novel that every teenage boy wants to read.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300l/5107.jpg,https://www.goodreads.com/review/show/3647711264?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/3647711264?utm_medium=api&utm_source=rss,2022-01-08 07:36:15-08:00,2022-01-08 07:36:15-08:00,2020-11-16 05:52:05-08:00,2020-08-10 00:00:00+00:00,,
Du bist genug,Ichiro Kishimi,2016,4,3.95,49630704,,286,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583310136l/49630704._SY75_.jpg,"In der Fortsetzung des SPIEGEL-Bestsellers «Du musst nicht von allen gemocht werden» hadert der junge Mann mit der Umsetzung seiner neu gewonnen Erkenntnisse und einer großen Angst vorm Scheitern: Wie lässt sich das Glück im Leben finden? Wie lassen sich Adlers Prinzipien im normalen Alltag praktizieren? Und was ist «die größte Wahl» im Leben, die man treffen muss, um glücklich und zufrieden zu leben? Auch diesmal wird die leidenschaftliche Diskussion zwischen dem aufgebrachten jungen Mann und dem weisen Philosophen dem Leser völlig neuen Einsichten über sich selbst und das eigene Leben vermitteln.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583310136l/49630704._SY475_.jpg,https://www.goodreads.com/review/show/4360087515?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4360087515?utm_medium=api&utm_source=rss,2022-01-08 07:35:53-08:00,2022-01-08 07:35:53-08:00,2021-11-28 05:57:54-08:00,2021-11-28 00:00:00+00:00,,
"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,2003,5,4.26,9516,037571457X,153,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425871473l/9516._SX50_.jpg,"In powerful black-and-white comic strip images, Satrapi tells the story of her life in Tehran from ages six to fourteen, years that saw the overthrow of the Shah’s regime, the triumph of the Islamic Revolution, and the devastating effects of war with Iraq. The intelligent and outspoken only child of committed Marxists and the great-granddaughter of one of Iran’s last emperors, Marjane bears witness to a childhood uniquely entwined with the history of her country.Persepolis paints an unforgettable portrait of daily life in Iran and of the bewildering contradictions between home life and public life. Marjane’s child’s-eye view of dethroned emperors, state-sanctioned whippings, and heroes of the revolution allows us to learn as she does the history of this fascinating country and of her own extraordinary family. Intensely personal, profoundly political, and wholly original, Persepolis is at once a story of growing up and a reminder of the human cost of war and political repression. It shows how we carry on, with laughter and tears, in the face of absurdity. And, finally, it introduces us to an irresistible little girl with whom we cannot help but fall in love.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425871473l/9516.jpg,https://www.goodreads.com/review/show/4456190679?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4456190679?utm_medium=api&utm_source=rss,2022-01-08 07:35:32-08:00,2022-01-08 07:35:32-08:00,2022-01-07 12:52:17-08:00,2022-01-07 00:00:00+00:00,,
Woman at Point Zero,Nawal El Saadawi,1975,5,4.17,25198077,1783605944,142,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447618429l/25198077._SY75_.jpg,"Nawal El Saadawi’s highly acclaimed feminist novel, Woman at Point Zero, follows the life of Firdaus, an Egyptian peasant girl, from her childhood of incomprehensible cruelty and neglect to her end in a grimy Cairo prison cell.From her earliest memories, Firdaus suffered at the hands of men—first her abusive father, then her violent, much older husband, to finally her deceitful boyfriend-turned-pimp. After a lifetime of abuse, she at last takes drastic action against the males ruling her life.Still as beautiful and cutting as it was when it was first published, this new edition will continue to resonate powerfully with readers for years to come.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447618429l/25198077.jpg,https://www.goodreads.com/review/show/4453562769?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4453562769?utm_medium=api&utm_source=rss,2022-01-08 05:57:08-08:00,2022-01-08 05:57:08-08:00,2022-01-06 15:05:52-08:00,2022-01-07 00:00:00+00:00,,
Land of Big Numbers: Stories,Te-Ping Chen,2021,4,3.95,52782536,0358272556,233,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575588016l/52782536._SY75_.jpg,"A debut collection from an extraordinary new talent that vividly gives voice to the men and women of modern China and its diaspora Gripping and compassionate, Land of Big Numbers depicts the diverse and legion Chinese people, their history, their government, and how all of that has tumbled—messily, violently, but still beautifully—into the present.   Cutting between clear-eyed realism and tongue-in-cheek magical realism, Chen’s stories coalesce into a portrait of a people striving for openings where mobility is limited. Twins take radically different paths: one becomes a professional gamer, the other a political activist. A woman moves to the city to work at a government call center and is followed by her violent ex-boyfriend. A man is swept into the high-risk, high-reward temptations of China’s volatile stock exchange. And a group of people sit, trapped for no reason, on a subway platform for months, waiting for official permission to leave.   With acute social insight, Te-Ping Chen layers years of experience reporting on the ground in China with incantatory prose in this taut, surprising debut, proving herself both a remarkable cultural critic and an astonishingly accomplished new literary voice.Lulu --Hotline girl --New fruit --Field notes on a marriage --Flying machine --On the street where you live --Shanghai murmur --Land of big numbers --Beautiful country --Gubeikou spirit",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575588016l/52782536._SY475_.jpg,https://www.goodreads.com/review/show/4408659218?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4408659218?utm_medium=api&utm_source=rss,2022-01-08 05:55:40-08:00,2022-01-08 05:55:40-08:00,2021-12-25 03:44:39-08:00,2022-01-03 00:00:00+00:00,,
"Persepolis 2: The Story of a Return (Persepolis, #2)",Marjane Satrapi,2003,5,4.21,9517,0375714669,187,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865598l/9517._SX50_.jpg,"In Persepolis, heralded by the Los Angeles Times as ""one of the freshest and most original memoirs of our day,"" Marjane Satrapi dazzled us with her heartrending memoir-in-comic-strips about growing up in Iran during the Islamic Revolution. Here is the continuation of her fascinating story. In 1984, Marjane flees fundamentalism and the war with Iraq to begin a new life in Vienna. Once there, she faces the trials of adolescence far from her friends and family, and while she soon carves out a place for herself among a group of fellow outsiders, she continues to struggle for a sense of belonging.Finding that she misses her home more than she can stand, Marjane returns to Iran after graduation. Her difficult homecoming forces her to confront the changes both she and her country have undergone in her absence and her shame at what she perceives as her failure in Austria. Marjane allows her past to weigh heavily on her until she finds some like-minded friends, falls in love, and begins studying art at a university. However, the repression and state-sanctioned chauvinism eventually lead her to question whether she can have a future in Iran.As funny and poignant as its predecessor, Persepolis 2 is another clear-eyed and searing condemnation of the human cost of fundamentalism. In its depiction of the struggles of growing up--here compounded by Marjane's status as an outsider both abroad and at home--it is raw, honest, and incredibly illuminating.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865598l/9517.jpg,https://www.goodreads.com/review/show/4456200755?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4456200755?utm_medium=api&utm_source=rss,2022-01-08 05:09:11-08:00,2022-01-08 05:09:11-08:00,2022-01-07 12:56:05-08:00,2022-01-08 00:00:00+00:00,,
To Live,Yu Hua,1992,0,4.31,334971,1400031869,250,to-read,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499759703l/334971._SY75_.jpg,"From the author of Brothers and China in Ten Words this celebrated contemporary classic of Chinese literature was also adapted for film by Zhang Yimou. This searing novel, originally banned in China but later named one of that nation's most influential books, portrays one man's transformation from the spoiled son of a landlord to a kindhearted peasant. After squandering his family's fortune in gambling dens and brothels, the young, deeply penitent Fugui settles down to do the honest work of a farmer. Forced by the Nationalist Army to leave behind his family, he witnesses the horrors and privations of the Civil War, only to return years later to face a string of hardships brought on by the ravages of the Cultural Revolution. Left with an ox as the companion of his final years, Fugui stands as a model of gritty authenticity, buoyed by his appreciation for life in this narrative of humbling power.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499759703l/334971._SY475_.jpg,https://www.goodreads.com/review/show/4456015932?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4456015932?utm_medium=api&utm_source=rss,2022-01-07 11:46:59-08:00,2022-01-07 11:46:59-08:00,2022-01-07 11:46:58-08:00,,,to-read
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,2020,4,4.44,54898389,,244,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598011736l/54898389._SY75_.jpg,"Getting rich is not just about luck; Happiness is not just a trait we are born with. These aspirations may seem out of reach, but building wealth and being happy are skills we can learn. So what are these skills, and how do we learn them? What are the principles that should guide our efforts? What does progress really look like? Naval Ravikant is an entrepreneur, philosopher, and investor who has captivated the world with his principles for building wealth and creating long-term happiness. The Almanack of Naval Ravikant is a collection of Naval’s wisdom and experience from the last ten years, shared as a curation of his most insightful interviews and poignant reflections. This isn’t a how-to book, or a step-by-step gimmick. Instead, through Naval’s own words, you will learn how to walk your own unique path toward a happier, wealthier life.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598011736l/54898389._SY475_.jpg,https://www.goodreads.com/review/show/3936169990?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/3936169990?utm_medium=api&utm_source=rss,2022-01-06 15:16:43-08:00,2022-01-06 15:16:43-08:00,2021-04-10 01:41:37-07:00,2021-04-10 00:00:00+00:00,,
Hackers and Painters: Big Ideas from the Computer Age,Paul    Graham,2004,4,4.03,41793,0596006624,271,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348562702l/41793._SY75_.jpg,"“The computer world is like an intellectual Wild West, in which you can shoot anyone you wish with your ideas, if you’re willing to risk the consequences.” —from Hackers & Painters: Big Ideas from the Computer Age, by Paul GrahamWe are living in the computer age, in a world increasingly designed and engineered by computer programmers and software designers, by people who call themselves hackers. Who are these people, what motivates them, and why should you care?Consider these facts: Everything around us is turning into computers. Your typewriter is gone, replaced by a computer. Your phone has turned into a computer. So has your camera. Soon your TV will. Your car was not only designed on computers, but has more processing power in it than a room-sized mainframe did in 1970. Letters, encyclopedias, newspapers, and even your local store are being replaced by the Internet.Hackers & Painters: Big Ideas from the Computer Age, by Paul Graham, explains this world and the motivations of the people who occupy it. In clear, thoughtful prose that draws on illuminating historical examples, Graham takes readers on an unflinching exploration into what he calls “an intellectual Wild West.”The ideas discussed in this book will have a powerful and lasting impact on how we think, how we work, how we develop technology, and how we live. Topics include the importance of beauty in software design, how to make wealth, heresy and free speech, the programming language renaissance, the open-source movement, digital design, internet startups, and more.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348562702l/41793.jpg,https://www.goodreads.com/review/show/3950495710?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/3950495710?utm_medium=api&utm_source=rss,2022-01-06 15:16:40-08:00,2022-01-06 15:16:40-08:00,2021-04-17 12:48:24-07:00,2021-04-17 00:00:00+00:00,,
Men Without Women,Haruki Murakami,2014,4,3.76,33652490,0385689454,242,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483232988l/33652490._SX50_.jpg,"A dazzling new collection of short stories—the first major new work of fiction from the beloved, internationally acclaimed, Haruki Murakami since his #1 best-selling Colorless Tsukuru Tazaki and His Years of Pilgrimage.Across seven tales, Haruki Murakami brings his powers of observation to bear on the lives of men who, in their own ways, find themselves alone. Here are vanishing cats and smoky bars, lonely hearts and mysterious women, baseball and the Beatles, woven together to tell stories that speak to us all.Marked by the same wry humor that has defined his entire body of work, in this collection Murakami has crafted another contemporary classic.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483232988l/33652490._SX318_.jpg,https://www.goodreads.com/review/show/4054790328?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4054790328?utm_medium=api&utm_source=rss,2022-01-06 15:16:31-08:00,2022-01-06 15:16:31-08:00,2021-06-12 11:02:16-07:00,2021-06-12 00:00:00+00:00,,
The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,2019,2,3.99,43889703,0241309727,359,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567623099l/43889703._SY75_.jpg,"Gregory Zuckerman, the bestselling author of The Greatest Trade Ever and The Frackers, answers the question investors have been asking for decades: How did Jim Simons do it?Shortlisted for the Financial Times/McKinsey Business Book of the Year AwardJim Simons is the greatest money maker in modern financial history. No other investor--Warren Buffett, Peter Lynch, Ray Dalio, Steve Cohen, or George Soros--can touch his record. Since 1988, Renaissance's signature Medallion fund has generated average annual returns of 66 percent. The firm has earned profits of more than $100 billion; Simons is worth twenty-three billion dollars.Drawing on unprecedented access to Simons and dozens of current and former employees, Zuckerman, a veteran Wall Street Journal investigative reporter, tells the gripping story of how a world-class mathematician and former code breaker mastered the market. Simons pioneered a data-driven, algorithmic approach that's sweeping the world.As Renaissance became a market force, its executives began influencing the world beyond finance. Simons became a major figure in scientific research, education, and liberal politics. Senior executive Robert Mercer is more responsible than anyone else for the Trump presidency, placing Steve Bannon in the campaign and funding Trump's victorious 2016 effort. Mercer also impacted the campaign behind Brexit.The Man Who Solved the Market is a portrait of a modern-day Midas who remade markets in his own image, but failed to anticipate how his success would impact his firm and his country. It's also a story of what Simons's revolution means for the rest of us.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567623099l/43889703._SY475_.jpg,https://www.goodreads.com/review/show/4392045048?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4392045048?utm_medium=api&utm_source=rss,2022-01-06 15:16:19-08:00,2022-01-06 15:16:19-08:00,2021-12-16 01:00:34-08:00,2021-11-15 00:00:00+00:00,,
Rockonomics: A Backstage Tour of What the Music Industry Can Teach Us about Economics and Life,Alan B. Krueger,2019,3,3.90,41887390,1524763713,336,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541331262l/41887390._SX50_.jpg,"Alan Krueger, a former chairman of the president's Council of Economic Advisers, uses the music industry, from superstar artists to music executives, from managers to promoters, as a way in to explain key principles of economics, and the forces shaping our economic lives.The music industry is a leading indicator of today's economy; it is among the first to be disrupted by the latest wave of technology, and examining the ins and outs of how musicians create and sell new songs and plan concert tours offers valuable lessons for what is in store for businesses and employees in other industries that are struggling to adapt.Drawing on interviews with leading band members, music executives, managers, promoters, and using the latest data on revenues, royalties, streaming tour dates, and merchandise sales, Rockonomics takes readers backstage to show how the music industry really works--who makes money and how much, and how the economics of the music industry has undergone a radical transformation during recent decades.Before digitalization and the ability to stream music over the Internet, rock stars made much of their income from record sales. Today, income from selling songs has plummeted, even for superstars like James Taylor and Taylor Swift. The real money nowadays is derived from concert sales. In 2017, for example, Billy Joel earned $27.4 million from his live performances, and less than $2 million from record sales and streaming. Even Paul McCartney, who has written and recorded more number one songs than anyone in music history, today, earns 80 percent of his income from live concerts. Krueger tackles commonly asked questions: How does a song become popular? And how does a new artist break out in today's winner-take-all economy? How can musicians and everyday workers earn a living in the digital economy?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541331262l/41887390.jpg,https://www.goodreads.com/review/show/4338602106?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4338602106?utm_medium=api&utm_source=rss,2022-01-06 15:16:13-08:00,2022-01-06 15:16:13-08:00,2021-11-15 00:15:27-08:00,2021-11-15 00:00:00+00:00,,
